city,html_file,file_size,has_infobox,paragraphs,headings,tables,links,first_paragraph
Luduș,luduș.html,201303,False,36,13,6,480,"Luduș este un oraș în județul Mureș, Transilvania, România, format din localitățile componente Avrămești, Cioarga, Ciurgău, Fundătura, Gheja, Luduș (r"
Lugoj,lugoj.html,857348,False,136,25,13,1501,"Lugoj (în maghiară Lugos, în germană Lugosch) este un municipiu în județul Timiș, Banat, România, format din localitatea componentă Lugoj (reședința),"
Lupeni,lupeni.html,120471,False,34,10,5,232,"Lupeni (în germană Schylwolfsbach, în maghiară Lupény, în trad. ""Pârâul Lupului pe Jiu"") este un municipiu în județul Hunedoara, Transilvania, România"
Mangalia,mangalia.html,168118,False,31,11,8,390,"Mangalia (în turcă Mankalya) este un municipiu în județul Constanța, Dobrogea, România, format din localitățile componente Cap Aurora, Jupiter, Mangal"
Marghita,marghita.html,141173,False,42,18,4,286,"Marghita (în maghiară Margitta, în germană Margarethen) este un municipiu în județul Bihor, Crișana, România, format din localitățile componente Cheț,"
Medgidia,medgidia.html,136776,False,28,13,5,330,"Medgidia (turcă: Mecidiye sau Megidie,[2] în trecut Karasu sau Carasu,[3]) este un municipiu în județul Constanța, Dobrogea, România, format din local"
Mediaș,mediaș.html,460497,False,72,24,48,1556,"Mediaș (în latină Media[3] sau Civitas Mediensis[4], în germană Mediasch, în maghiară Medgyes, în dialectul săsesc Medwesch,[5] Medveš sau Meddesch, î"
Miercurea Ciuc,miercurea_ciuc.html,233909,False,39,14,8,708,"Miercurea Ciuc (până în anii 1920 Sereda-Ciucului, în maghiară Csíkszereda, în germană Szeklerburg) este municipiul de reședință al județului Harghita"
Miercurea Nirajului,miercurea_nirajului.html,188033,False,39,18,5,418,"Miercurea Nirajului (în maghiară Nyárádszereda, în germană Sereda) este un oraș în județul Mureș, Transilvania, România, format din localitățile compo"
Miercurea Sibiului,miercurea_sibiului.html,365369,False,44,16,48,1285,"Miercurea Sibiului, mai demult Mercurea, Mercurea Sibiului (în dialectul săsesc Reismuert, în germană Reussmarkt, Reußmarkt, Reissmarkt, în maghiară S"
Mihăilești,mihăilești.html,131167,False,26,6,3,220,"Mihăilești este un oraș în județul Giurgiu, Muntenia, România, format din localitatea componentă Mihăilești (reședința), și din satele Drăgănescu, Nov"
Milișăuți,milișăuți.html,131219,False,49,12,4,271,"Milișăuți (în germană Milleschoutz) este un oraș în județul Suceava, Bucovina, România, format din localitățile componente Bădeuți și Milișăuți (reșed"
Mioveni,mioveni.html,182111,False,43,16,4,337,"Mioveni (cunoscut între 1964 și 1996 drept Colibași) este un oraș în județul Argeș, Muntenia, România, format din localitatea componentă Mioveni (reșe"
Mizil,mizil.html,171164,False,52,13,7,406,"Mizil (în trecut, și Iștău sau Eșteu) este un oraș în județul Prahova, Muntenia, România, format din localitățile componente Fefelei și Mizil (reședin"
Moinești,moinești.html,207365,False,34,11,6,352,"Moinești (în ebraică מוינשט, în maghiară Mojnest) este un municipiu în județul Bacău, Moldova, România, format din localitățile componente Găzărie și "
Moldova Nouă,moldova_nouă.html,169279,False,28,8,7,449,"Moldova Nouă (în maghiară Újmoldova, în cehă Nová Moldava, în germană Neumoldowa, în sârbă Nova Moldava sau Boșniak) este un oraș în județul Caraș-Sev"
Moreni,moreni.html,147370,False,40,14,5,278,"Moreni este un municipiu în județul Dâmbovița, Muntenia, România.[2]
Nume cu rezonanță în istoria petrolului românesc, important centru al industriei "
Motru,motru.html,111657,False,30,7,5,223,"Motru este un municipiu în județul Gorj, Oltenia, România, format din localitățile componente Dealu Pomilor, Horăști, Însurăței, Leurda, Motru (reședi"
Murfatlar,murfatlar.html,125235,False,28,9,5,238,"Murfatlar (între 1924-1965 și 1980-2007 Basarabi) este un oraș în județul Constanța, Dobrogea, România, format din localitatea componentă Murfatlar (r"
Murgeni,murgeni.html,118635,False,36,11,4,305,"Murgeni este un oraș în județul Vaslui, Moldova, România, format din localitățile componente Cârja, Floreni, Lățești, Murgeni (reședința), Raiu, Sărăț"
Măcin,măcin.html,194335,False,60,19,5,495,"Măcin (în turcă Maçin) este un oraș în județul Tulcea, Dobrogea, România.[2] Are o populație de 8.245 de locuitori.[3]"
Măgurele,măgurele.html,138099,False,32,10,4,278,"Măgurele este un oraș în județul Ilfov, Muntenia, România, format din localitățile componente Alunișu, Dumitrana, Măgurele (reședința), Pruni și Vârte"
Mărășești,mărășești.html,172437,False,43,15,7,390,"Mărășești este un oraș în județul Vrancea, Moldova, România, format din localitățile componente Mărășești (reședința), Siretu și Tișița, și din satele"
Negrești-Oaș,negrești-oaș.html,135357,False,34,9,6,259,"Negrești-Oaș (în maghiară Avasfelsőfalu) este un oraș în județul Satu Mare, Transilvania, România, format din localitățile componente Luna, Negrești-O"
Negrești,negrești.html,122702,False,24,8,4,253,"Negrești este un oraș în județul Vaslui, Moldova, România, format din localitatea componentă Negrești (reședința), și din satele Căzănești, Cioatele, "
Negru Vodă,negru_vodă.html,106509,False,29,10,3,177,"Negru Vodă, supranumit Radu Negru sau Radul Negrul Voievod, a fost, potrivit legendei, fondatorul și primul domn al Țării Românești.[2] Existența lui "
Nehoiu,nehoiu.html,157174,False,38,12,6,337,"Nehoiu este un oraș în județul Buzău, Muntenia, România, format din localitatea componentă Nehoiu (reședința), și din satele Bâsca Rozilei, Chirlești,"
Novaci,novaci.html,126351,False,25,11,4,239,"Novaci este un oraș în județul Gorj, Oltenia, România, format din localitatea componentă Novaci (reședința), și din satele Bercești, Hirișești, Pociov"
Nucet,nucet.html,154083,False,59,23,7,289,"Nucet (în maghiară Diófás, în germană Reesburg) este un oraș în județul Bihor, Crișana, România, format din localitățile componente Băița, Băița-Plai "
Nădlac,nădlac.html,186234,False,53,15,6,461,"Nădlac (în slovacă Nadlak, în maghiară Nagylak, în germană Nadlak, in sârbă Надлак) este un oraș în județul Arad, Crișana, România.[3]"
Năsăud,năsăud.html,219834,False,32,11,7,523,"Năsăud (în dialectul săsesc Nassndref, Nassendraf, Nosndref, Nâssendorf, Nâessndorf, în germană Nussdorf, Nussendorf, Nassendorf, maghiară Naszód) est"
Năvodari,năvodari.html,124243,False,31,9,5,241,"Năvodari (în trecut Caracoium, Carachioi, în turcă Kara Koyum, Karaköy) este un oraș în județul Constanța, Dobrogea, România, format din localitățile "
Ocna Mureș,ocna_mureș.html,223310,False,51,22,10,470,"Ocna Mureș, mai demult Uioara (în latină Salinae și Salinis[3], în maghiară Marosújvár, în germană Miereschhall),[4] este un oraș în județul Alba, Tra"
Ocna Sibiului,ocna_sibiului.html,406452,False,42,17,53,1260,"Ocna Sibiului (denumiri vechi Vizocna, Ocna-Sibiiului și Ocna, denumire în dialectul săsesc Salzbrich, Zâltsbriχ, în germană Salzburg și în maghiară V"
Ocnele Mari,ocnele_mari.html,171158,False,46,13,10,434,"Ocnele Mari este un oraș în județul Vâlcea, Oltenia, România, format din localitățile componente Buda, Cosota, Făcăi, Gura Suhașului (reședința), Lunc"
Odobești,odobești.html,161922,False,38,10,4,400,"Odobești este un oraș în județul Vrancea, Moldova, România, format din localitatea componentă Odobești (reședința), și din satul Unirea.[3] Are o popu"
Odorheiu Secuiesc,odorheiu_secuiesc.html,182013,False,33,12,5,372,"Odorheiu Secuiesc, colocvial Odorhei, (în maghiară Székelyudvarhely, în germană Oderhellen, alternativ Hofmarkt, în latină Areopolis) este un municipi"
Oltenița,oltenița.html,195698,False,32,11,7,494,"Oltenița este un municipiu în județul Călărași, Muntenia, România.[2] Are o populație de 22.624 locuitori (2021). Localitatea reprezintă al doilea cen"
Onești,onești.html,349328,False,79,51,6,824,"Onești (în maghiară Ónfalva sau Onyest, în trecut Gheorghe Gheorghiu-Dej) este un municipiu în județul Bacău, Moldova, România, format din localitățil"
Oradea,oradea.html,700671,False,199,67,23,2464,"Oradea, cunoscută în trecut ca Oradea Mare, (în maghiară Nagyvárad, în germană Großwardein, în slovacă Veľký Varadín, în latină Magnovaradinum) este m"
Oravița,oravița.html,191184,False,52,18,5,382,"Oravița (în română 1924: Oravița Montană, maghiară Oravicabánya, mai demult Németoravica, în germană Deutsch-Orawitz) este un oraș în județul Caraș-Se"
Orăștie,orăștie.html,255886,False,50,9,10,670,"Orăștie, mai demult Oroșteiu (în germană Broos, în maghiară Szászváros, în traducere „Orașul sașilor”, în latină Saxopolis) este un municipiu în județ"
Orșova,orșova.html,179204,False,69,12,9,474,"Orșova (în germană Orschowa, în maghiară Orsova, în sârbă Оршава) este un municipiu în județul Mehedinți, Banat, România.[3] Este situat pe malul lacu"
Otopeni,otopeni.html,145443,False,37,10,6,353,"Otopeni este un oraș în județul Ilfov, Muntenia, România, format din localitatea componentă Otopeni (reședința), și din satul Odăile.[5] Localitatea s"
Oțelu Roșu,oțelu_roșu.html,134178,False,29,10,6,236,"Oțelu Roșu, până în 1947 Ferdinand, (în maghiară Nándorhegy, în germană Ferdinandsberg) este un oraș în județul Caraș-Severin, Banat, România, format "
Panciu,panciu.html,157028,False,29,10,4,306,"Panciu este un oraș în județul Vrancea, Moldova, România, format din localitățile componente Crucea de Jos, Crucea de Sus, Dumbrava, Neicu, Panciu (re"
Pantelimon,pantelimon.html,192781,False,44,12,7,383,"Pantelimon este un oraș în județul Ilfov, Muntenia, România.[3] Localitatea se află pe malul stâng al râului Colentina, în vecinătatea estică a munici"
Pașcani,pașcani.html,182342,False,32,16,7,403,"Pașcani (ebraică: פשקן - Pashkan) este un municipiu în județul Iași, Moldova, România, format din localitățile componente Blăgești, Boșteni, Gâștești,"
Pecica,pecica.html,134457,False,39,13,5,323,"Pecica (pronunție în română [ˈpet͡ʃʲ.ka], „Pécica”; în maghiară Pécska, în germană Petschka, în sârbă Печка/Pečka) este un oraș în județul Arad, Crișa"
Petrila,petrila.html,130380,False,28,12,6,255,"Petrila este un oraș în județul Hunedoara, Transilvania, România, format din localitățile componente Cimpa, Jieț, Petrila (reședința), Răscoala și Tir"
Petroșani,petroșani.html,184852,False,73,23,7,403,"Petroșani (în maghiară Petrozsény, în germană Steinthal) este un municipiu în județul Hunedoara, Transilvania, România, format din localitățile compon"
Piatra-Olt,piatra-olt.html,106256,False,24,6,4,225,"Piatra-Olt este un oraș în județul Olt, Oltenia, România, format din localitatea componentă Piatra-Olt (reședința), și din satele Bistrița Nouă, Criva"
Piatra Neamț,piatra_neamț.html,1403,False,0,0,0,0,
Pitești,pitești.html,471931,True,98,40,15,1145,"Pitești este municipiul de reședință al județului Argeș, Muntenia, România.[1]
Se află în Podișul Getic; lângă Argeș; și la o altitudine de 289 m deas"
Ploiești,ploiești.html,349424,False,115,36,10,973,"Ploiești este municipiul de reședință al județului Prahova, Muntenia, România.[2]
Localitatea se află la 60 km nord de București, având coordonatele g"
Plopeni,plopeni.html,127542,False,28,8,5,260,"Plopeni (în trecut Mărgineanca și apoi Stejarul) este un oraș în județul Prahova, Muntenia, România.[3] Conform recensământului din anul 2011, Plopeni"
Podu Iloaiei,podu_iloaiei.html,121471,False,24,8,4,267,"Podu Iloaiei este un oraș în județul Iași, Moldova, România, format din localitățile componente Budăi și Podu Iloaiei (reședința), și din satele Cosiț"
Pogoanele,pogoanele.html,151690,False,48,18,4,293,"Pogoanele (în trecut și Țuguiatu-Pământeni) este un oraș în județul Buzău, Muntenia, România, format din localitățile componente Căldărăști și Pogoane"
Popești-Leordeni,popești-leordeni.html,128756,False,36,8,5,233,"Popești-Leordeni este un oraș în județul Ilfov, Muntenia, România.[5] Localitatea se află în vecinătatea sud-estică a municipiului București, la ieșir"
Potcoava,potcoava.html,115891,False,28,10,5,254,"Potcoava este un oraș în județul Olt, Muntenia, România, format din localitatea componentă Potcoava (reședința), și din satele Potcoava-Fălcoeni, Sine"
Predeal,predeal.html,192228,False,45,15,8,453,"Predeal (maghiară Predeál) este un oraș în județul Brașov, la limita între regiunile istorice Muntenia și Transilvania, România, format din localități"
Pucioasa,pucioasa.html,232842,False,50,19,14,488,"Pucioasa este un oraș în județul Dâmbovița, Muntenia, România, format din localitățile componente Bela, Diaconești, Glodeni, Malurile, Miculești, Puci"
Pâncota,pâncota.html,121641,False,32,10,6,217,"Pâncota (în maghiară Pankota, în germană Pankota) este un oraș în județul Arad, Crișana, România, format din localitatea componentă Pâncota (reședința"
Pătârlagele,pătârlagele.html,144833,False,36,10,6,378,"Pătârlagele (în trecut Pătârlagi)[4] este un oraș în județul Buzău, Muntenia, România, format din localitățile componente Mușcel, Pătârlagele (reședin"
Recaș,recaș.html,176968,False,69,16,10,478,"Recaș (în maghiară Temesrékas, în germană Rekasch, in sârbă Рекаш) este un oraș în județul Timiș, Banat, România, format din localitatea componentă Re"
Reghin,reghin.html,250783,False,45,20,7,700,"Reghin, mai demult Reghinul Săsesc, (în germană Sächsisch-Regen, de asemenea Sächsisch-Reen, în dialectul săsesc Reen, iar în maghiară Szászrégen sau "
Reșița,reșița.html,256321,False,57,24,13,618,"Reșița (în maghiară Resicabánya, în germană Reschitz, în cehă Rešice, in sârbă Решица, în croată Ričica[2][3]) este municipiul de reședință al județul"
Roman,roman.html,12643,False,2,8,2,50,"Termenul Roman sau roman, dar mai ales ca substantiv propriu, se poate referi la:"
Rovinari,rovinari.html,108642,False,31,9,4,211,"Rovinari este un oraș în județul Gorj, Oltenia, România, format din localitățile componente Rovinari (reședința) și Vârț.[3]"
Roznov,roznov.html,124971,False,28,11,3,261,"Roznov este un oraș în județul Neamț, Moldova, România, format din localitățile componente Chintinici, Roznov (reședința) și Slobozia.[2]"
Roșiorii De Vede,roșiorii_de_vede.html,1414,False,0,0,0,0,
Rupea,rupea.html,425168,False,21,18,52,1360,"Rupea, mai demult Cohalm (în dialectul săsesc Räppes, în germană Reps, în maghiară Kőhalom, în latină Ripa), este un oraș în județul Brașov, Transilva"
Râmnicu Sărat,râmnicu_sărat.html,187995,False,39,10,6,523,"Râmnicu Sărat este un municipiu în județul Buzău, Muntenia, România.[3] Are o populație de 33.843 de locuitori (potrivit recesământului din 2021). Afl"
Râmnicu Vâlcea,râmnicu_vâlcea.html,257860,False,83,23,10,799,"Râmnicu Vâlcea este municipiul de reședință al județului Vâlcea, Oltenia, România, format din localitățile componente Aranghel, Căzănești, Copăcelu, D"
Râșnov,râșnov.html,383528,False,46,15,49,1210,"Râșnov (în germană Rosenau, în maghiară Rozsnyó până în 1910 și apoi Barcarozsnyó) este un oraș în județul Brașov, Transilvania, România.[3] Este situ"
Răcari,răcari.html,155824,False,29,8,6,298,"Răcari este un oraș în județul Dâmbovița, Muntenia, România, format din localitățile componente Bălănești, Colacu, Ghergani, Ghimpați, Mavrodin, Răcar"
Rădăuți,rădăuți.html,277558,False,88,29,5,617,"Rădăuți (în germană Radautz, maghiară Radóc, idiș ראַדעװיץ adică Radevits, poloneză Radowce, ucraineană Радівці, transliterat: Radivți) este un munici"
Salcea,salcea.html,118951,False,29,12,4,282,"Salcea este un oraș în județul Suceava, Moldova, România, format din localitățile componente Mereni, Plopeni, Salcea (reședința) și Văratec, și din sa"
Salonta,salonta.html,163013,False,57,16,5,314,"Salonta (în maghiară Nagyszalonta, Szalonta, în germană Großsalontha) este un municipiu în județul Bihor, Crișana, România.[3] Se află în sud-vestul j"
Satu Mare,satu_mare.html,405750,False,72,27,10,1357,"Satu Mare (în maghiară Szatmárnémeti, colocvial Szatmár; în germană Sathmar; în ebraică și idiș סאטמאר, pronunțat Satmar, Satmer sau Sacmer; vechea de"
Scornicești,scornicești.html,144963,False,35,20,6,346,"Scornicești este un oraș în județul Olt, Muntenia, România, format din localitatea componentă Scornicești (reședința), și din satele Bălțați, Bircii, "
Sebeș,sebeș.html,261757,False,51,13,10,761,"Sebeș, mai demult Sebeșul Săsesc (în maghiară Szászsebes, în germană Mühlbach, în traducere Pârâul Morii), este un municipiu în județul Alba, Transilv"
Segarcea,segarcea.html,129647,False,43,13,5,248,"Segarcea este un oraș în județul Dolj, Oltenia, România.[3]"
Seini,seini.html,122880,False,31,11,4,223,"Seini (în germană Leuchtenburg; maghiară Szinérváralja) este un oraș în județul Maramureș, Transilvania, România, format din localitatea componentă Se"
Sfântu Gheorghe,sfântu_gheorghe.html,186931,False,47,20,7,471,"Sfântu Gheorghe (în maghiară Sepsiszentgyörgy sau Szentgyörgy, în germană Sankt Georgen) este municipiul de reședință al județului Covasna, Transilvan"
Sibiu,sibiu.html,553902,False,122,45,15,1550,"Sibiu (în germană Hermannstadt, în maghiară Nagyszeben) este municipiul de reședință al județului cu același nume, Transilvania, România, format din l"
Sighetu Marmației,sighetu_marmației.html,219451,False,38,22,5,479,"Sighetu Marmației (colocvial Sighet; în maghiară Máramarossziget, colocvial Sziget, în traducere Insula; în germană Marmaroschsiget, în ucraineană Сиг"
Sighișoara,sighișoara.html,337326,False,55,18,9,920,"Sighișoara (în dialectul săsesc Schäsbrich,[3] Šesburχ sau Scheeßprich,[4] în germană Schäßburg sau Schässburg, în trecut Schaäsburg sau Schespurg de "
Simeria,simeria.html,183653,False,47,15,7,411,"Simeria (în maghiară Piski) este un oraș în județul Hunedoara, Transilvania, România, format din localitatea componentă Simeria (reședința), și din sa"
Sinaia,sinaia.html,207015,False,41,13,10,575,"Sinaia este un oraș în județul Prahova, Muntenia, România.[6] Situat în Valea Prahovei, el s-a dezvoltat odată cu această regiune turistică și a fost "
Siret,siret.html,254415,False,91,19,6,668,"Siret (în germană Sereth, latină Civitas Sereth, în poloneză Seret, în maghiară Szeretvásár, în ucraineană Серет, în idiș סערעט) este un oraș în județ"
Slatina,slatina.html,1403,False,0,0,0,0,
Slobozia,slobozia.html,451407,False,123,83,16,1216,"Slobozia este municipiul de reședință al județului Ialomița, Muntenia, România, format din localitățile componente Bora, Slobozia (reședința) și Slobo"
Slănic,slănic.html,172250,False,32,9,11,383,"Slănic este un oraș în județul Prahova, Muntenia, România, format din localitățile componente Groșani, Prăjani și Slănic (reședința).[3] Conform recen"
Slănic Moldova,slănic_moldova.html,1405,False,0,0,0,0,
Solca,solca.html,191004,False,95,20,4,359,"Solca (în germană Solka, poloneză Solka, maghiară Szolka) este un oraș în județul Suceava, Bucovina, România.[3] La recensământul din anul 2011, local"
Sovata,sovata.html,271143,False,45,20,13,571,"Sovata (în maghiară Szováta, în germană Sowata) este un oraș în județul Mureș, Transilvania, România, format din localitățile componente Căpeți, Ilieș"
Strehaia,strehaia.html,115931,False,31,7,4,214,"Strehaia este un oraș în județul Mehedinți, Oltenia, România, format din localitățile componente Ciochiuța, Comanda, Hurducești, Lunca Banului, Slătin"
Suceava,suceava.html,736619,False,188,71,11,2055,"Suceava (în germană Sutschawa, Suczawa sau Sotschen, în germana veche sau medievală, i.e., Mittelhochdeutsch: Sedschopff) este municipiul de reședință"
Sulina,sulina.html,206038,False,31,13,9,586,"Sulina (în greacă Σουλινάς-Soulinás) este un oraș în județul Tulcea, Dobrogea, România.[2] Are o populație de 3.663 de locuitori. Sulina nu este legat"
Sângeorgiu De Pădure,sângeorgiu_de_pădure.html,178657,False,35,16,4,341,"Sângeorgiu de Pădure (în maghiară Erdőszentgyörgy, în germană Sankt Georgen auf der Heide) este un oraș în județul Mureș, Transilvania, România, forma"
Sângeorz-Băi,sângeorz-băi.html,205399,False,41,13,11,478,"Sângeorz-Băi, mai demult Sângiorgiul Român, Sângeorzul Român (în dialectul săsesc Gergn, Sänt-Jorich, Sänt-Gergn, Gergnâ, în germană Rumänisch-Sankt-G"
Sânnicolau Mare,sânnicolau_mare.html,263867,False,96,40,11,773,"Sânnicolau Mare (în germană Groß Sankt Nikolaus, Großsanktnikolaus, în maghiară Nagyszentmiklós, in sârbă Велики Семиклуш, în bulgara bănățeană Smiklu"
Sântana,sântana.html,113175,False,31,9,4,250,"Sântana (în germană Sanktanna, în maghiară Újszentanna) este un oraș în județul Arad, Crișana, România, format din localitățile componente Caporal Ale"
Săcele,săcele.html,201752,False,54,14,8,511,"Săcele (în maghiară Négyfalu, între 1950 și 2001 Szecseleváros, în germană Siebendörfer) este un municipiu în județul Brașov, Transilvania, România.[3"
Săcueni,săcueni.html,115999,False,24,8,4,250,"Săcueni, alternativ Săcuieni, mai demult Podul Săcuilor, (în maghiară Székelyhíd, în trad. ""Podul Secuilor"", în germană Zickelhaid, Zeckelheid, Zickel"
Săliște,săliște.html,168883,False,24,13,6,398,"Săliște (în dialectul săsesc Selischte, în germană Großdorf, Grossdorf, Langendorf, Langesdorf, în maghiară Szelistye) este un oraș în județul Sibiu, "
Săliștea De Sus,săliștea_de_sus.html,100737,False,22,10,4,211,"Săliștea de Sus (în maghiară Felsőszelistye, în germană Oberselischte) este un oraș în județul Maramureș, Transilvania, România.[3] Localitatea are o "
Sărmașu,sărmașu.html,221681,False,41,17,7,606,"Sărmașu (în maghiară Nagysármás) este un oraș în județul Mureș, Transilvania, România, format din localitățile componente Balda, Larga, Moruț, Sărmașu"
Săveni,săveni.html,121469,False,23,11,4,246,"Săveni este un oraș în județul Botoșani, Moldova, România, format din localitatea componentă Săveni (reședința), și din satele Bodeasa, Bozieni, Chișc"
Techirghiol,techirghiol.html,142899,False,24,7,9,300,"Techirghiol (sau Tekirghiol, turcă Tekirgöl, însemnând ""lacul barbunului"") este un oraș în județul Constanța, Dobrogea, România.[3] Are o populație de"
Tecuci,tecuci.html,176069,False,63,25,5,384,"Tecuci (pronunție: [teˈkut͡ʃʲ]) este un municipiu în județul Galați, Moldova, România.[2] Are o populație de 34.871 locuitori conform recensământului "
Teiuș,teiuș.html,141211,False,40,13,6,387,"Teiuș, mai demult Tiuș (în maghiară Tövis, în trad. „Spini“, în germană Dornstadt, Dornen, în trad. „Spini“, alternativ Dreikirchen, în trad. „Trei Bi"
Timișoara,timișoara.html,1883958,False,369,81,15,5821,
Tismana,tismana.html,195702,False,82,23,6,408,"Tismana este un oraș în județul Gorj, Oltenia, România, format din localitatea componentă Tismana (reședința), și din satele Celei, Costeni, Gornovița"
Titu,titu.html,162070,False,44,12,7,363,"Titu este un oraș în județul Dâmbovița, Muntenia, România, format din localitatea componentă Titu (reședința), și din satele Fusea, Hagioaica, Mereni,"
Toplița,toplița.html,176904,False,59,19,9,390,"Toplița (în maghiară Maroshévízⓘ) este un municipiu în județul Harghita, Transilvania, România, format din localitățile componente Călimănel, Luncani,"
Topoloveni,topoloveni.html,230240,False,104,16,5,427,"Topoloveni (în perioada interbelică, temporar Târgu Cârcinov) este un oraș în județul Argeș, Muntenia, România, format din localitatea componentă Topo"
Tulcea,tulcea.html,289774,False,62,20,12,892,"Tulcea (în turcă Tulça, Hora-Tepé, Tolçu, în greacă Αιγισσός-Aegyssus, în bulgară Тулица-Tulitsa, în rusă/ ucraineană Тулча-Tulcha) este municipiul de"
Turda,turda.html,391468,False,57,21,17,1220,"Turda (în latină Potaissa, în germană Thorenburg, în maghiară Torda) este un municipiu în județul Cluj, Transilvania, România.[3] Se situează la circa"
Turnu Măgurele,turnu_măgurele.html,277162,False,92,26,8,742,"Turnu Măgurele  (în turcă Kule, în bulgară Holavnik) este un municipiu în județul Teleorman, Muntenia, România.[2] Se află în sudul țării și în sud-ve"
Târgoviște,târgoviște.html,312825,False,138,37,9,732,"Târgoviște este municipiul de reședință al județului Dâmbovița, Muntenia, România, format din localitățile componente Priseaca și Târgoviște (reședinț"
Târgu Bujor,târgu_bujor.html,105345,False,22,8,4,173,"Târgu Bujor este un oraș în județul Galați, Moldova, România, format din localitatea componentă Târgu Bujor (reședința), și din satele Moscu și Umbrăr"
Târgu Cărbunești,târgu_cărbunești.html,128014,False,26,7,4,250,"Târgu Cărbunești este un oraș în județul Gorj, Oltenia, România, format din localitatea componentă Târgu Cărbunești (reședința), și din satele Blahniț"
Târgu Frumos,târgu_frumos.html,139619,False,32,11,4,282,"Târgu Frumos este un oraș în județul Iași, Moldova, România.[3] Se află în Câmpia Jijiei, lângă Bahluieț. Are o suprafață de 15,13 km². Populația este"
Târgu Jiu,târgu_jiu.html,241763,False,58,19,9,646,"Târgu Jiu este municipiul de reședință al județului Gorj, Oltenia, România, format din localitățile componente Bârsești, Drăgoieni, Iezureni, Polata, "
Târgu Lăpuș,târgu_lăpuș.html,154975,False,30,13,4,284,"Târgu Lăpuș, cunoscut în regiune și sub numele vechi, Lăpușu Unguresc, (în maghiară Magyarlápos, în germană Laposch) este un oraș în județul Maramureș"
Târgu Mureș,târgu_mureș.html,1096444,False,215,54,15,2957,"Târgu Mureș, (română: [ˈtɨrɡu ˈmureʃ] ⓘ) cunoscut și sub denumirile de Mureș-Oșorhei, Oșorheiu, Târgul Mureșului (în maghiară Marosvásárhelyⓘ, mai dem"
Târgu Neamț,târgu_neamț.html,258293,False,78,48,9,633,"Târgu Neamț (germană Niamtz, în ebraică și idiș טרגו ניאמץ, în maghiară Németvásár, în latină Ante Castrum Nempch) este un oraș în județul Neamț, Mold"
Târgu Ocna,târgu_ocna.html,209917,False,56,16,9,532,"Târgu Ocna (în maghiară Aknavásár, în germană Stadt Okna) este un oraș în județul Bacău, Moldova, România, format din localitățile componente Poieni, "
Târgu Secuiesc,târgu_secuiesc.html,182503,False,61,19,7,297,"Târgu Secuiesc (până în anul 1920 în română Chezdi-Oșorheiu; în maghiară Kézdivásárhely, în germană Szekler Neumarkt) este un municipiu în județul Cov"
Târnăveni,târnăveni.html,210512,False,51,22,4,494,"Târnăveni, mai demult Târnava-Sân-Martin, până în 3 mai 1941 Diciosânmartin, (în maghiară Dicsőszentmárton, Szentmárton, Dicső, în germană Sankt Marti"
Tălmaciu,tălmaciu.html,372203,False,40,17,48,1285,"Tălmaciu (în dialectul săsesc Talmesch, germană Talmesch, Tolmisch, Gross Talmatsch, maghiară Nagy-Talmács, Nagytalmács, Talmács) este un oraș în jude"
Tăuții-Măgherăuș,tăuții-măgherăuș.html,112674,False,30,12,4,229,"Tăuții-Măgherăuș (în maghiară Miszmogyorós) este un oraș în județul Maramureș, Transilvania, România, format din localitățile componente Băița, Bușag,"
Tășnad,tășnad.html,134428,False,46,21,5,234,"Tășnad (în maghiară Tasnád, în germană Trestenburg) este un oraș în județul Satu Mare, Transilvania, România, format din localitatea componentă Tășnad"
Ulmeni,ulmeni.html,109236,False,31,11,3,224,"Ulmeni, mai demult Șilimeghiu, (în maghiară Sülelmed, în germană Ulmendorf) este un oraș în județul Maramureș, Transilvania, România, format din local"
Ungheni,ungheni.html,305126,False,101,42,11,711,"Ungheni este un oraș cu statut de municipiu din partea central-vestică a Republicii Moldova, reședință a raionului omonim. Localitatea este situată pe"
Uricani,uricani.html,137629,False,45,9,6,300,"Uricani (maghiară: Urikány sau Hobicaurikány) este un oraș în județul Hunedoara, Transilvania, România, format din localitățile componente Câmpu lui N"
Urlați,urlați.html,179763,False,57,14,7,422,"Urlați este un oraș în județul Prahova, Muntenia, România, format din localitățile componente Arioneștii Noi, Arioneștii Vechi, Cherba, Jercălăi, Măru"
Urziceni,urziceni.html,159273,False,48,13,6,305,"Urziceni este un municipiu în județul Ialomița, Muntenia, România.[3] Are o populație de aproximativ 18.000 de locuitori. Este un oraș de mărime mijlo"
Valea Lui Mihai,valea_lui_mihai.html,129320,False,40,12,4,248,"Valea lui Mihai (mai demult Mihaifalău, în maghiară Érmihályfalva, Nagymihályfalva, Mihályfalva) este un oraș în județul Bihor, Crișana, România.[2]"
Vaslui,vaslui.html,364559,False,123,36,15,746,"Vaslui este municipiul de reședință al județului cu același nume, Moldova, România, format din localitățile componente Bahnari, Brodoc, Moara Grecilor"
Vatra Dornei,vatra_dornei.html,303944,False,90,21,11,727,"Vatra Dornei (în germană Dorna Watra sau Dorna-Watra, în maghiară Dornavátra) este un municipiu în județul Suceava, Bucovina, România, format din loca"
Vașcău,vașcău.html,158589,False,92,22,6,324,"Vașcău (până în secolul XIX - Craiva, după 1850 - Vaskohó, din vas „fier” și kohó „furnal” în maghiară și Eisenstein în germană ) este un oraș în jude"
